2026-03-15 12:54:40.635 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\webapps\ROOT\docs\plc_mapping_template.xlsx | upload_name=- | upload_source=path | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
2026-03-15 12:56:54.309 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\webapps\ROOT\docs\plc_mapping_template.xlsx | upload_name=- | upload_source=path | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
2026-03-15 12:57:19.899 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\webapps\ROOT\docs\plc_mapping_template.xlsx | upload_name=- | upload_source=path | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
2026-03-15 12:57:55.676 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\webapps\ROOT\docs\plc_mapping_template.xlsx | upload_name=- | upload_source=path | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
2026-03-15 12:58:19.913 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\webapps\ROOT\docs\plc_mapping_template.xlsx | upload_name=- | upload_source=path | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
2026-03-15 13:15:44.492 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\webapps\ROOT\docs\plc_mapping_template.xlsx | upload_name=- | upload_source=path | byte_order=CDAB | float_count=62 | exit=1 | remote=0:0:0:0:0:0:0:1
2026-03-15 13:16:45.771 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\webapps\ROOT\docs\plc_mapping_template.xlsx | upload_name=- | upload_source=path | byte_order=CDAB | float_count=62 | exit=1 | remote=0:0:0:0:0:0:0:1
2026-03-15 13:17:08.89 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\webapps\ROOT\docs\plc_mapping_template.xlsx | upload_name=- | upload_source=path | byte_order=CDAB | float_count=62 | exit=1 | remote=0:0:0:0:0:0:0:1
2026-03-15 13:18:27.85 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\webapps\ROOT\docs\plc_mapping_template.xlsx | upload_name=- | upload_source=path | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
2026-03-15 13:21:16.017 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\webapps\ROOT\docs\plc_mapping_template.xlsx | upload_name=- | upload_source=path | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
2026-03-15 13:21:56.191 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\webapps\ROOT\docs\plc_mapping_template.xlsx | upload_name=- | upload_source=path | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
2026-03-15 13:24:54.502 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\webapps\ROOT\docs\plc_mapping_template.xlsx | upload_name=- | upload_source=path | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
2026-03-15 13:27:28.952 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\webapps\ROOT\docs\plc_mapping_template.xlsx | upload_name=- | upload_source=path | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
2026-03-15 13:30:06.357 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\webapps\ROOT\docs\plc_mapping_template.xlsx | upload_name=- | upload_source=path | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
2026-03-15 13:30:37.223 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\webapps\ROOT\docs\plc_mapping_template.xlsx | upload_name=- | upload_source=path | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
2026-03-15 13:34:43.384 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\webapps\ROOT\docs\plc_mapping_template.xlsx | upload_name=- | upload_source=path | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
2026-03-15 13:39:06.343 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\webapps\ROOT\docs\plc_mapping_template.xlsx | upload_name=- | upload_source=path | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
2026-03-15 13:39:34.47 | mode=preview | plc_id=1 | excel_path=C:\Tomcat 9.0\webapps\ROOT\docs\plc_mapping_template.xlsx | upload_name=- | upload_source=path | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
2026-03-15 13:40:07.945 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\webapps\ROOT\docs\plc_mapping_template.xlsx | upload_name=- | upload_source=path | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
2026-03-15 13:40:44.012 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\webapps\ROOT\docs\plc_mapping_template.xlsx | upload_name=- | upload_source=path | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
2026-04-02 16:38:51.975 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\temp\plc_map_upload_4406636627518055846.xlsx | upload_name=IO_Address_Tag_List_20260402-AVR.xlsx | upload_source=request | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
2026-04-02 16:39:55.356 | mode=apply | plc_id=AUTO | excel_path=C:\Tomcat 9.0\temp\plc_map_upload_11582017805784090298.xlsx | upload_name=IO_Address_Tag_List_20260402-AVR.xlsx | upload_source=session | byte_order=CDAB | float_count=62 | exit=1 | remote=0:0:0:0:0:0:0:1
2026-04-02 16:41:34.174 | mode=preview | plc_id=AUTO | excel_path=C:\Tomcat 9.0\temp\plc_map_upload_4098985274900814386.xlsx | upload_name=IO_Address_Tag_List_20260402-AVR.xlsx | upload_source=request | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
2026-04-02 16:42:02.808 | mode=apply | plc_id=AUTO | excel_path=C:\Tomcat 9.0\temp\plc_map_upload_11697575853419627670.xlsx | upload_name=IO_Address_Tag_List_20260402-AVR.xlsx | upload_source=session | byte_order=CDAB | float_count=62 | exit=0 | remote=0:0:0:0:0:0:0:1
